description;biddable;startprice;condition;cellular;carrier;color;storage;sold;UniqueID
This phone is in good condition with minor scratches on the housing or screen (does not affect ;0;101;Used;1;AT&T;White;64;0;11082
Overall excellent condition, very minor signs of use.;0;449.95;Used;1;Unknown;Gold;64;0;10924
;1;229.97;Used;1;AT&T;Black;64;0;10254
;0;150;Used;Unknown;Unknown;Unknown;Unknown;0;11433
;1;89;Used;1;Unknown;White;64;1;10430
"2 x iPad Air, 5 x iPad 4 &amp; 1 x iPad 2 - None are iCloud Locked - Please Read Description";1;9.99;For parts or not working;1;AT&T;Unknown;64;1;11778
;1;150;Used;1;AT&T;Black;64;1;10228
;1;17.75;New;Unknown;Unknown;Black;Unknown;1;12507
Sale includes 64GB WiFi + 4G (for Verizon) Apple iPad Air 1st Gen, original Apple Lightning-to-USB ;0;449.99;Used;1;Verizon;Unknown;64;0;11123
;0;249.99;New;0;None;Space Gray;16;0;10818
Locked with iCloud. No password. Can be operated. Cannot be reactivated. Find my iPad is ON.;0;99.99;For parts or not working;0;None;White;16;0;12603
;0;189.85;Seller refurbished;1;Unknown;White;16;0;10039
Used. Tested Cameras, speaker, charge port, buttons and touch. Has light scratches on case. Light ;0;320;Used;1;AT&T;Gold;16;0;10266
"A device listed in near mint used cosmetic condition with light blemishes from use. Housing &amp; ";0;396;Used;0;None;White;64;0;11198
Power cord works, however is beginning to crack. (Please see picture). VERY small dents in top and ;1;39.99;Used;0;None;White;16;1;10627
Apple iPad mini 1st Generation 16GB, Wi-Fi, 7.9in - Space Gray, great condition comes with the ;0;169.99;Used;0;None;Space Gray;16;0;10520
;0;329.99;New;0;None;White;16;0;10008
;1;139.99;Used;0;None;Black;16;1;10684
sometimes freezes, but works.;1;0.99;Used;0;None;Unknown;16;1;11973
Non-Functioning Unit, handset only. Please refer to the item description below. Contact us with any ;1;0.99;For parts or not working;0;None;Unknown;16;1;11723
Grade A condition means that the Ipad is 100% working condition. Cosmetically 8/9 out of 10 - Will ;0;210.99;Manufacturer refurbished;0;None;Black;32;0;11866
Unit has lots of scuffs and scratches from use. Parts of bezel are missing. Digitizer has been ;0;59.99;For parts or not working;1;Verizon;Unknown;16;1;11852
;0;275;Used;1;Unknown;White;64;0;12135
Perfect condition. NO scratches or dents.;0;380;Used;Unknown;Unknown;Black;16;0;11587
;1;49.99;Used;1;Verizon;Unknown;64;1;12244
Used for under a week, mint condition;1;0.99;Used;0;None;Gold;64;1;12237
;1;1;New;1;AT&T;Space Gray;128;1;12102
Brand new unopened still sealed ipad air 2.;1;199.99;New other (see details);1;Sprint;White;16;1;10119
;1;99;Manufacturer refurbished;0;None;White;16;1;10237
This iPad is in excellent condition. It has never been dropped or had water on it. A screen ;0;300;Used;Unknown;Unknown;Unknown;64;0;11133
;1;50;For parts or not working;0;None;Space Gray;16;1;11616
;1;0.99;Used;0;None;Unknown;16;1;11808
;1;150;Used;1;Verizon;Black;32;1;11971
;1;1;New;0;None;White;16;1;12271
Device is in POOR used cosmetic condition with cracked outer glass. Color is White. Device is ;0;99.95;For parts or not working;1;Verizon;Unknown;16;1;11735
;0;116.33;New;Unknown;Unknown;Unknown;Unknown;0;12485
A device listed in good condition with a few minor mark and/or scratches on the housing or display ;0;89;Used;1;AT&T;White;16;0;10804
;0;299.99;Manufacturer refurbished;0;None;White;16;0;11291
;0;249.99;Used;1;AT&T;White;16;0;10856
Good condition and functional 32GB iPad Mini Wifi - Black. Please read full discription;1;179;Used;0;None;Black;32;0;11223
;1;0.99;New;1;Unknown;Space Gray;16;1;10398
;1;499;New;1;Unknown;Black;64;0;10960
;1;99.99;Used;0;None;Unknown;16;1;10313
A device listed in good condition with a few minor mark and/or scratches on the housing or display ;0;169;Used;0;None;White;64;0;11919
;1;350;New;0;None;Black;16;0;12361
Great condition! No cracks or damage to iPad.;0;499;Used;1;Unknown;Space Gray;16;0;11896
;1;350;New;Unknown;Unknown;White;16;0;11496
Item still in complete working order, minor scratches, normal wear and tear but no damage. screen is ;1;125;Used;Unknown;Unknown;Unknown;Unknown;1;11366
Ipad has been cleared and factory reset, icloud has been removed and ready for new owner to setup. ;0;149.99;Used;Unknown;Unknown;White;Unknown;0;11466
;0;295;New;0;None;White;16;0;11348
Used for online school (2 classes);0;300;Used;0;None;Unknown;16;1;11284
Works perfect. As shown;0;300;Used;0;None;Unknown;32;0;12202
"Looks brand new. Doesn&#039;t have the box for it. Only has 1 scratch one it, very small. Not even ";1;0.99;New other (see details);0;None;Black;16;1;10726
no original box;0;79;Used;0;None;Unknown;16;0;10512
;0;350;Used;0;None;Unknown;16;0;12539
Only used a handful of times, like new;1;50;Used;0;None;Unknown;16;1;12004
Great working iPad 4 32GB Wifi - Please read full desciption;1;239;Used;0;None;White;32;0;10929
;0;249.99;Used;1;Sprint;Space Gray;16;1;11840
;0;695;New other (see details);1;AT&T;White;128;0;11413
;1;125;Used;1;Unknown;Unknown;32;1;12366
;0;408;Manufacturer refurbished;1;Verizon;Unknown;64;1;10490
;1;35;Used;Unknown;Unknown;Unknown;Unknown;1;12403
;0;252.88;New;0;None;Black;16;0;11179
;1;200;Used;0;None;Black;16;1;10882
;1;250;Used;0;None;Unknown;64;1;10307
Powers on, but has cracked screen. Includes unit only, and nothing else. Item is defective and does ;0;99.99;For parts or not working;0;None;Space Gray;Unknown;0;12614
"Slightly Used. Includes everything you need plus a nice leather case!
There is a slice mark on the ";0;139;Used;1;Unknown;Black;32;0;12659
;1;0.99;Used;0;None;Black;32;1;12030
In great shape. Almost new.;0;367.97;Used;1;AT&T;Unknown;32;0;12103
Only used a handful of times, like new;1;50;Used;0;None;Unknown;16;1;10290
;1;140;Used;1;AT&T;White;64;1;12208
The iPad is in very good condition. On the upper right side there is a small chip on the side of the ;1;149.99;Used;0;None;Unknown;32;1;12080
;0;280;New;0;None;White;16;1;11516
There is a small dent at the site of the dock connector port.  Often times you have to depress the ;0;330;Used;1;AT&T;White;32;0;11517
;1;75;Used;1;Verizon;Black;Unknown;1;10826
Item is not in the original box. Shows signs of use, guaranteed to be in 100% working condition.;0;249.59;Seller refurbished;1;Unknown;Black;16;0;11074
This TAB is in good condition with minor scratches on the housing or screen (does not affect ;0;154;Used;1;Verizon;White;32;0;12399
Previously used, please read description. May show signs of use such as scratches to the screen and ;1;0.99;Used;1;Verizon;Unknown;16;1;10002
Has the normal wear that you would expect from a used item.;1;129.95;Used;0;None;Unknown;64;0;12140
This item is broken and does not function. It is being sold for parts only. See pictures for ;1;224.99;For parts or not working;1;Verizon;Unknown;32;0;11693
LCD is cracked, otherwise it works fine.;1;110;For parts or not working;Unknown;Unknown;Unknown;16;0;12609
;0;9;Used;Unknown;Unknown;Space Gray;64;1;12096
Excellent condition see pictures.;1;80;Used;1;AT&T;Black;64;1;11982
;1;150;Used;0;None;White;16;1;12297
;0;379.99;Used;0;None;Space Gray;16;1;11200
Virtually flawless. In case from Day 1. No visible defects or scratches;0;385;Used;1;Verizon;White;64;1;11319
Some sighs of light wear tiny scratches;0;375;Used;1;Verizon;Unknown;64;1;10332
;1;0.99;New;1;Unknown;Unknown;64;1;10459
;1;50;Seller refurbished;0;None;Black;32;1;10352
;1;41;Used;1;Unknown;Unknown;32;1;10286
The LCD looks good, bright and clear with no visible imperfections. The screen glass is in good ;1;19.95;For parts or not working;0;None;White;16;1;11785
;1;0.99;Used;1;Verizon;Unknown;32;1;10431
A device listed in good condition with a few minor mark and/or scratches on the housing or display ;0;186;Used;1;AT&T;White;16;0;10651
Locked with iCloud. Cannot be activated.;0;79.99;For parts or not working;0;None;White;16;0;12607
;1;90;Used;0;None;Unknown;16;0;10743
Tested, in good working condition.;0;124.99;Used;Unknown;Unknown;Unknown;Unknown;0;12148
like brand new;1;300;Used;0;None;Unknown;64;0;10900
Item has original packaging. Original packaging has stickers on box. Device has heavy scratches and ;0;199.99;Used;0;None;Unknown;32;0;12195
;0;195;Manufacturer refurbished;1;AT&T;Black;16;1;11582
New in box but not sealed;0;549.99;New other (see details);0;None;Space Gray;64;0;12296
;1;200;Used;1;AT&T;Unknown;16;1;10181
In mint condition with all accessories.;1;50;Used;0;None;Black;32;1;10790
In mint condition;0;320;Used;1;Unknown;Unknown;16;0;11358
Minor scuffs in the back. Otherwise looks flawless.  See all pictures.;0;210;Used;1;Sprint;White;16;0;10060
;0;510;New;Unknown;Unknown;Space Gray;16;0;12544
;1;125;Used;0;None;White;16;1;10457
;1;0.99;Used;0;None;Space Gray;16;1;11245
;1;40;Used;0;None;White;16;1;10463
"It&#039;s in an open box with all accessories still in the original packaging.";0;319;New other (see details);0;None;Black;16;1;10183
;0;349.99;Used;1;Verizon;White;32;0;10614
;1;1;For parts or not working;Unknown;Unknown;Unknown;16;1;11678
;1;1;Used;0;None;Unknown;32;1;11983
Like new. Fully functional, No damage at all.  It comes in the original apple box.;0;171.95;Used;0;None;Unknown;16;0;12077
;1;180;Used;1;AT&T;Black;64;1;12033
;1;9.99;New;Unknown;Unknown;Unknown;Unknown;0;11250
;0;449;New;1;AT&T;Space Gray;128;0;12372
Minor scratches along the side. Screen in good condition.;1;70;Used;0;None;Unknown;16;1;10406
;1;118;Used;0;None;Unknown;16;1;10507
Opened box, functional, no cosmetic damages, includes accessories. Please contact us with any ;1;0.99;Used;Unknown;Unknown;Unknown;Unknown;1;12172
;0;320;Used;0;None;Black;16;0;12454
;1;0.99;Used;Unknown;Unknown;Unknown;32;1;11416
;1;210;New;Unknown;Unknown;Black;Unknown;0;10607
Excellent condition...like new...........;1;140;Used;0;None;Unknown;16;1;12059
Good Condition! Fully Functional!;1;0.99;Seller refurbished;0;None;Black;32;1;10881
;1;100;Used;0;None;Unknown;16;1;10337
;0;517.89;New other (see details);1;AT&T;White;32;0;11058
;0;225;Used;0;None;Black;16;0;11051
"A device listed in near mint used cosmetic condition with light blemishes from use. Housing &amp; ";0;162;Used;1;Verizon;White;16;0;12216
;0;499.99;New;1;AT&T;Space Gray;128;0;10257
;0;649.99;New;0;None;Space Gray;64;0;12351
;0;450;New;0;None;Gold;16;0;11192
Two scratches (top right, bottom left);1;200;Used;0;None;Unknown;16;1;10449
;0;100;For parts or not working;Unknown;Unknown;White;Unknown;0;11742
;0;429.99;New;1;AT&T;Unknown;32;0;11071
;1;75;For parts or not working;Unknown;Unknown;Unknown;16;1;11665
"Won&#039;t hold charge/ cracked screen";1;0.99;Used;0;None;Unknown;32;1;12091
;1;225;Seller refurbished;1;Verizon;Space Gray;32;0;11976
;1;19.99;For parts or not working;Unknown;Unknown;Space Gray;16;0;11700
;1;9.95;Used;0;None;Unknown;32;1;10551
;0;639.99;New;0;None;Space Gray;64;0;11392
;0;118.95;New;0;None;White;16;0;11465
great condition;1;100;Used;Unknown;Unknown;Unknown;16;0;11432
;0;795;New;1;Unknown;Gold;128;0;12395
;1;300;New other (see details);0;None;White;16;0;11411
;1;300;Used;0;None;Unknown;128;1;12272
;1;150;Used;0;None;Black;32;1;12041
;1;150;New;0;None;Space Gray;16;1;10273
;1;299.99;Used;Unknown;Unknown;White;Unknown;1;10993
LIKE BRAND NEW 100% MONEY BACK GUARANTEE;0;399.99;Used;0;None;White;16;0;10167
;1;85;Used;1;Verizon;Black;16;1;12019
;0;175;Used;0;None;Unknown;16;0;11538
;0;430;Used;Unknown;Unknown;Unknown;Unknown;0;11835
FULLY FUNCTIONAL;1;0.99;Seller refurbished;1;AT&T;Black;16;1;10998
;1;19.99;Used;0;None;Black;32;1;10470
;1;70;Used;0;None;Black;16;1;10324
;0;87;Used;0;None;Unknown;16;0;11838
;0;529.99;New;1;Unknown;Space Gray;64;0;10839
Gentle used apple iPad Air, no scratches on screen and almost no visible wear on back of item. No ;0;318;Used;Unknown;Unknown;Unknown;Unknown;0;10946
;0;275;Used;0;None;Space Gray;16;0;11171
;1;0.99;Used;1;Sprint;Black;32;1;10403
;1;99;Used;Unknown;Unknown;Unknown;Unknown;0;11239
good condition, minor wear and tear on body some light scratches on screen. functions great.;0;199.99;Used;0;None;Black;16;1;10011
;0;149.59;Used;0;None;Unknown;16;1;11173
;1;49.99;Used;0;None;Black;16;1;10493
Used IPad for sale but in excellent condition. No defect or damage.;1;45;Used;0;None;Black;16;1;12254
iPads are in great shape. Very minor cosmetic scuffs on the back. Screens are in excellent shape. ;0;99;Seller refurbished;1;AT&T;Black;64;0;10110
Mint conditon + case + box.;0;509;Used;1;AT&T;Unknown;64;0;11798
;1;14.49;New;Unknown;Unknown;Black;Unknown;1;11441
;1;0.99;Used;1;Unknown;Gold;16;1;12635
Very clean;1;0.99;Used;0;None;White;64;1;10863
